Segment;Reifegrad-Score;Lead Score alt;Prio alt;Firma;Branche;Produkte / Systeme;Zielmärkte;Website;Website-Status;Adresse;Telefon;Ansprechpartner;Position;E-Mail;Hauptgrund;Blocker / Risiko;Empfohlene Aktion;Gesprächseinstieg;Hohe Anforderung erkannt;Mittlere Anforderung erkannt;Wettbewerber/Eigenfertigung erkannt;Quellen;Original-Zeile
Jetzt ansprechen;80;65;B;Mundschütz Maschinenbau GesmbH;Maschinenbauunternehmen;Maschinenbau, Automatisierung;nicht gefunden;http://www.mundschuetz.at/;erreichbar (200);Industriepark 9;nicht gefunden;nicht gefunden;nicht gefunden;office@mundschuetz.at;"Fit: Sondermaschinen, Automatisierung, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";kein harter ISO-Blocker aus den vorhandenen Daten erkennbar;Telefon oder LinkedIn zuerst. Angebot als Zusatzkapazität für einfache bis mittlere Drehteile. Keine ISO behaupten.;Wir bieten Zusatzkapazität für CNC-Drehteile aus Kunststoff, Aluminium und zerspanbaren Stählen, vor allem für Prototypen und Kleinserien.;;;;https://mundschuetz.at/ | https://mundschuetz.at/leistungen/ | https://mundsc...;74
Jetzt ansprechen;80;65;B;RMB Maschinenbau GmbH;Maschinenbau;Sondermaschinen, Maschinenbau, Automatisierung;nicht gefunden;https://www.rmbgmbh.at/;erreichbar (200);Hunnenbrunn AT, Gewerbezone 6;+43 4212 34550;nicht gefunden;nicht gefunden;rmb@rmb-gmbh.at;"Fit: Sondermaschinen, Automatisierung, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";kein harter ISO-Blocker aus den vorhandenen Daten erkennbar;Telefon oder LinkedIn zuerst. Angebot als Zusatzkapazität für einfache bis mittlere Drehteile. Keine ISO behaupten.;Wir bieten Zusatzkapazität für CNC-Drehteile aus Kunststoff, Aluminium und zerspanbaren Stählen, vor allem für Prototypen und Kleinserien.;;;;https://www.rmbgmbh.at/;75
Jetzt ansprechen;75;60;B;RK Maschinenbau GmbH & Co KG;Maschinenbauunternehmen;Sondermaschinen, Maschinenbau, Vorrichtungen;nicht gefunden;https://rk-maschinenbau.at/;erreichbar (200);Adnet 125c;+43 6245 70573;nicht gefunden;nicht gefunden;privacy@adobe.com;"Fit: Sondermaschinen, Vorrichtungen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";kein harter ISO-Blocker aus den vorhandenen Daten erkennbar;Telefon oder LinkedIn zuerst. Angebot als Zusatzkapazität für einfache bis mittlere Drehteile. Keine ISO behaupten.;Wir bieten Zusatzkapazität für CNC-Drehteile aus Kunststoff, Aluminium und zerspanbaren Stählen, vor allem für Prototypen und Kleinserien.;;;;https://rk-maschinenbau.at/ | https://rk-maschinenbau.at/leistungen/ | https:...;78
Nahe Zukunft ansprechen;90;100;A;Bruckschlögl Maschinenbau;Maschinenbauunternehmen;Sondermaschinen, Maschinenbau, Anlagenbau, Vorrichtungen, Fördertechnik;Bahn;http://www.bruckschloegl.at/;erreichbar (200);Au 132;+43 6135 7484;nicht gefunden;nicht gefunden;nicht gefunden;"Fit: Sondermaschinen, Vorrichtungen, Fördertechnik, Anlagenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";hohe Lieferantenanforderung möglich: Bahn;Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Bahn;;;https://www.bruckschloegl.at/ | https://www.bruckschloegl.at/produkte/ | http...;5
Nahe Zukunft ansprechen;90;100;A;HAGE Sondermaschinenbau GmbH;Maschinenbauunternehmen;Sondermaschinen, Maschinenbau, Anlagenbau, Automatisierung, Vorrichtungen, Ro...;Automotive, Kunststoffindustrie, Bahn;https://www.hage.at/;erreichbar (200);Hauptstraße 52e;+43 3578 2209;Stefan Hampel;Geschäftsführung;office@hage.at;"Fit: Sondermaschinen, Automatisierung, Vorrichtungen, Anlagenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";hohe Lieferantenanforderung möglich: Automotive, Bahn;Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Automotive, Bahn;;;https://www.hage.at/ | https://www.hage.at/impressum | https://www.hage.at/pr...;9
Nahe Zukunft ansprechen;90;100;A;INDAT;Forschung und Produktentwicklung;Sondermaschinen, Maschinenbau, Anlagenbau, Automatisierung, Vorrichtungen, Ro...;Automotive, Kunststoffindustrie, Luftfahrt;http://www.indat.at/;erreichbar (200);Gewerbepark 2;+43 2764 77099;Gerhard Eberl;Geschäftsführung;office@indat.at;"Fit: Sondermaschinen, Automatisierung, Vorrichtungen, Anlagenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";hohe Lieferantenanforderung möglich: Automotive, Luftfahrt;Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Automotive, Luftfahrt;;;https://indat.at/ | https://indat.at/cnc-fertigung/ | https://indat.at/sonder...;15
Nahe Zukunft ansprechen;90;100;A;Jobatech;Maschinenbauunternehmen;Sondermaschinen, Maschinenbau, Automatisierung, Vorrichtungen, Verpackungsmas...;Verpackung, Kunststoffindustrie, Bahn;http://www.jobatech.at/;erreichbar (200);Gewerbepark 3;+43 7233 213030;nicht gefunden;nicht gefunden;nicht gefunden;"Fit: Sondermaschinen, Automatisierung, Vorrichtungen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";hohe Lieferantenanforderung möglich: Bahn;Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Bahn;;;https://www.jobatech.at/ | https://www.jobatech.at/produkte/ | https://www.jo...;17
Nahe Zukunft ansprechen;80;100;A;Berndorf Sondermaschinenbau GmbH;Hersteller von Maschinenteilen;Sondermaschinen, Maschinenbau, Anlagenbau, Automatisierung, Vorrichtungen, Fö...;Medizintechnik, Lebensmittel, Energie;https://berndorf-bsg.at/;erreichbar (200);Leobersdorfer Str. 26/Objekt 43;+43 2672 835700;nicht gefunden;nicht gefunden;office-bsg@berndorf.co.at;"Fit: Sondermaschinen, Automatisierung, Vorrichtungen, Anlagenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Medizintechnik; mittlere Lieferantenanforderung möglich: Energie, Lebensmittel";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Medizintechnik;Energie, Lebensmittel;;https://berndorf-bsg.at/ | https://berndorf-bsg.at/services/mechanisches-und-...;3
Nahe Zukunft ansprechen;80;100;A;Brunner Automation GmbH;Maschinenbau;Sondermaschinen, Maschinenbau, Anlagenbau, Automatisierung, Verpackungsmaschi...;Automotive, Lebensmittel, Verpackung;http://www.brunner-maschinen.at/;erreichbar (200);Gewerbepark 2;+43 3356 20600;nicht gefunden;nicht gefunden;office@brunner-maschinen.at;"Fit: Sondermaschinen, Automatisierung, Anlagenbau, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Automotive; mittlere Lieferantenanforderung möglich: Lebensmittel";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Automotive;Lebensmittel;;https://www.brunner-automation.at/ | https://www.brunner-automation.at/leistu...;6
Nahe Zukunft ansprechen;80;100;A;BÖMA Maschinenbau und Automatisierung;Maschinenbauunternehmen;Sondermaschinen, Maschinenbau, Anlagenbau, Automatisierung, Vorrichtungen, Fö...;Lebensmittel, Verpackung, Bahn;http://www.boema.at/;erreichbar (200);Reute 1153a;+43 5579 200560;Helmut Sutterlüty;Geschäftsführung;m.steurer@boema.at;"Fit: Sondermaschinen, Automatisierung, Vorrichtungen, Anlagenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Bahn; mittlere Lieferantenanforderung möglich: Lebensmittel";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Bahn;Lebensmittel;;https://boema.at/ | https://boema.at/produkte/ | https://boema.at/kontakt/ | ...;4
Nahe Zukunft ansprechen;80;100;A;FMU Förderanlagen Maschinenbau Umwelttechnik GmbH;Ingenieur;Sondermaschinen, Maschinenbau, Anlagenbau, Automatisierung, Vorrichtungen, Fö...;Automotive, Lebensmittel, Verpackung, Energie, Bahn;http://www.fmu.co.at/;erreichbar (200);Hauptstraße 7;+43 2772 530590;nicht gefunden;nicht gefunden;anton.schoenfelder@fmu.co.at;"Fit: Sondermaschinen, Automatisierung, Vorrichtungen, Anlagenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Automotive, Bahn; mittlere Lieferantenanforderung möglich: Energie, Lebensmittel";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Automotive, Bahn;Energie, Lebensmittel;;https://www.fmu.co.at/ | https://www.fmu.co.at/leistungen | https://www.fmu.c...;8
Nahe Zukunft ansprechen;80;100;A;Hohl Maschinen- und Anlagenbau;Maschinenbau;Sondermaschinen, Maschinenbau, Anlagenbau, Automatisierung, Vorrichtungen, Fö...;Automotive, Lebensmittel, Energie, Kunststoffindustrie, Bahn;http://www.hohl-maschinenbau.at/;erreichbar (200);Gewerbeweg 1;+43 699 13145016;nicht gefunden;nicht gefunden;office@hohl-maschinenbau.at;"Fit: Sondermaschinen, Automatisierung, Vorrichtungen, Anlagenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Automotive, Bahn; mittlere Lieferantenanforderung möglich: Energie, Lebensmittel";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Automotive, Bahn;Energie, Lebensmittel;;https://www.hohl-maschinenbau.at/ | https://www.hohl-maschinenbau.at/leistung...;12
Nahe Zukunft ansprechen;80;100;A;ING. M. SCHURZ GesmbH - Sonderlösungen im Anlagen ...;Maschinenbau;Sondermaschinen, Maschinenbau, Anlagenbau, Automatisierung, Vorrichtungen;Automotive, Lebensmittel, Holzindustrie, Kunststoffindustrie, Bahn;https://www.schurz-maschinenbau.at/;erreichbar (200);Dobler Str. 10;+43 3136 53158;Sascha Nahrgang;Geschäftsführung;nahrgang@schurz-maschinenbau.at;"Fit: Sondermaschinen, Automatisierung, Vorrichtungen, Anlagenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Automotive, Bahn; mittlere Lieferantenanforderung möglich: Lebensmittel";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Automotive, Bahn;Lebensmittel;;https://www.schurz-maschinenbau.at/ | https://www.schurz-maschinenbau.at/prod...;16
Nahe Zukunft ansprechen;80;100;A;KHU Sondermaschinen GmbH;Maschinenbau;Sondermaschinen, Maschinenbau, Anlagenbau, Automatisierung, Robotik;Lebensmittel, Energie, Kunststoffindustrie, Bahn, Luftfahrt;https://www.khu.at/;erreichbar (200);Kupferschmiedgasse 16;+43 2246 4430;nicht gefunden;nicht gefunden;office@khu.at;"Fit: Sondermaschinen, Automatisierung, Robotik, Anlagenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Bahn, Luftfahrt; mittlere Lieferantenanforderung möglich: Energie, Lebensmittel";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Bahn, Luftfahrt;Energie, Lebensmittel;;https://www.khu.at/ | https://www.khu.at/unternehmen/ | https://www.khu.at/pr...;18
Nahe Zukunft ansprechen;80;100;A;Kräutler Maschinenbau;Maschinenbau;Sondermaschinen, Maschinenbau, Anlagenbau, Fördertechnik;Automotive, Lebensmittel, Kunststoffindustrie, Bahn;http://kraeutler-maschinenbau.at/;erreichbar (200);Lastenstraße 35;+43 5523 51292;nicht gefunden;nicht gefunden;office@kraeutler-maschinenbau.at;"Fit: Sondermaschinen, Fördertechnik, Anlagenbau, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Automotive, Bahn; mittlere Lieferantenanforderung möglich: Lebensmittel";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Automotive, Bahn;Lebensmittel;;https://kraeutler-maschinenbau.at/ | https://kraeutler-maschinenbau.at/fraest...;19
Nahe Zukunft ansprechen;80;100;A;Manousek Maschinenbau GmbH;Maschinenbauunternehmen;Sondermaschinen, Maschinenbau, Automatisierung, Vorrichtungen, Verpackungsmas...;Automotive, Medizintechnik, Lebensmittel, Verpackung, Kunststoffindustrie;http://www.manousek.at/;erreichbar (200);Zetschegasse 5;+43 1 66249110;nicht gefunden;nicht gefunden;office@manousek.at;"Fit: Sondermaschinen, Automatisierung, Vorrichtungen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Medizintechnik, Automotive; mittlere Lieferantenanforderung möglich: Lebensmittel";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Medizintechnik, Automotive;Lebensmittel;;https://manousek.at/pages/manousek_start.html | https://manousek.at/pages/man...;20
Nahe Zukunft ansprechen;80;100;A;Maschinenbau Koller;Maschinenbauunternehmen;Sondermaschinen, Maschinenbau, Anlagenbau, Vorrichtungen, Robotik;Automotive, Lebensmittel, Energie, Kunststoffindustrie, Bahn, Luftfahrt;https://www.bvt-koller.at/;erreichbar (200);Bruck an der Mur, Seebach 74;+43 3863 22730;nicht gefunden;nicht gefunden;office@bvt.at;"Fit: Sondermaschinen, Vorrichtungen, Robotik, Anlagenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Automotive, Bahn, Luftfahrt; mittlere Lieferantenanforderung möglich: Energie, Lebensmittel";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Automotive, Bahn, Luftfahrt;Energie, Lebensmittel;;https://www.bvt-koller.at/de/ | https://www.bvt-koller.at/de/leistungen | htt...;21
Nahe Zukunft ansprechen;80;100;A;mbm Maschinenbau eine Marke von Eberle Automatisch...;Maschinenbauunternehmen;Sondermaschinen, Maschinenbau, Automatisierung, Vorrichtungen, Verpackungsmas...;Verpackung, Energie, Bahn;https://www.mbm.at/;erreichbar (200);Dr.-Walter-Zumtobel-Straße 8;+43 5572 55580;nicht gefunden;nicht gefunden;info@eberle.at;"Fit: Sondermaschinen, Automatisierung, Vorrichtungen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Bahn; mittlere Lieferantenanforderung möglich: Energie";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Bahn;Energie;;https://mbm.at/de/ | https://mbm.at/de/maschinen-fuer-die-sargherstellung/ | ...;22
Nahe Zukunft ansprechen;80;100;A;MBU Sondermaschinenbau GmbH;Maschinenbauunternehmen;Sondermaschinen, Maschinenbau, Anlagenbau, Automatisierung, Vorrichtungen, Ve...;Automotive, Lebensmittel, Verpackung, Kunststoffindustrie;http://www.mbu.at/;erreichbar (200);Schwaighofen-Egg 9;nicht gefunden;Andreas Angerer;Geschäftsführung;angerer@mbu.at;"Fit: Sondermaschinen, Automatisierung, Vorrichtungen, Anlagenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Automotive; mittlere Lieferantenanforderung möglich: Lebensmittel";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Automotive;Lebensmittel;;https://www.mbu.at/ | https://www.mbu.at/ueber-uns/ | https://www.mbu.at/leis...;23
Nahe Zukunft ansprechen;80;100;A;Reisch Maschinenbau GmbH;Maschinenbauunternehmen;Sondermaschinen, Maschinenbau, Anlagenbau, Vorrichtungen, Fördertechnik, Robotik;Automotive, Verpackung, Energie, Bahn;https://www.reisch.at/;erreichbar (200);Sonnenberger Str. 35;+43 5522 517100;Martin Rauch;Geschäftsführung;maschinen@reisch.at;"Fit: Sondermaschinen, Vorrichtungen, Fördertechnik, Robotik; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Automotive, Bahn; mittlere Lieferantenanforderung möglich: Energie";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Automotive, Bahn;Energie;;https://www.reisch.at/ | https://www.reisch.at/de/unternehmen/news.php | http...;25
Nahe Zukunft ansprechen;80;100;A;Sema Maschinenbau;Maschinenbauunternehmen;Maschinenbau, Automatisierung, Vorrichtungen, Robotik;Automotive, Energie, Bahn;http://www.sema-maschinenbau.com/;erreichbar (200);Hessenberg 1;+43 7617 3304;nicht gefunden;nicht gefunden;office@sema.at;"Fit: Sondermaschinen, Automatisierung, Vorrichtungen, Robotik; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Automotive, Bahn; mittlere Lieferantenanforderung möglich: Energie";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Automotive, Bahn;Energie;;https://www.sema-maschinenbau.com/ | https://www.sema-maschinenbau.com/werkze...;28
Nahe Zukunft ansprechen;80;100;A;SPS Technik GmbH;Automationsunternehmen;Maschinenbau, Anlagenbau, Automatisierung, Verpackungsmaschinen, Fördertechni...;Automotive, Verpackung, Energie, Kunststoffindustrie, Bahn;http://www.sps.at/;erreichbar (200);Gewerbepark 7;+43 7435 54048;Egon Gillinger;Geschäftsführung;office@sps.at;"Fit: Sondermaschinen, Automatisierung, Anlagenbau, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Automotive, Bahn; mittlere Lieferantenanforderung möglich: Energie";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Automotive, Bahn;Energie;;https://www.sps.at/de/ | https://www.sps.at/de/unternehmen/ | https://www.sps...;30
Nahe Zukunft ansprechen;80;100;A;WKM Maschinenbau GesmbH;Maschinenbauunternehmen;Sondermaschinen, Maschinenbau, Anlagenbau, Automatisierung, Vorrichtungen;Medizintechnik, Lebensmittel, Kunststoffindustrie;https://www.wkm.at/;erreichbar (200);Oberes Ried 15;+43 5523 54907;nicht gefunden;nicht gefunden;nicht gefunden;"Fit: Sondermaschinen, Automatisierung, Vorrichtungen, Anlagenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Medizintechnik; mittlere Lieferantenanforderung möglich: Lebensmittel";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Medizintechnik;Lebensmittel;;https://www.wkm.at/ | https://www.wkm.at/de/gesch%C3%A4ftsfelder/automatisier...;32
Nahe Zukunft ansprechen;75;95;A;Perndorfer Maschinenbau KG;Maschinenbau;Sondermaschinen, Maschinenbau, Vorrichtungen, Robotik;Energie, Kunststoffindustrie, Bahn;https://www.perndorfer.at/;erreichbar (200);Parzleithen 8;+43 7733 72450;Franz Perndorfer;Geschäftsführung;maschinenbau@perndorfer.at;"Fit: Sondermaschinen, Vorrichtungen, Robotik, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Bahn; mittlere Lieferantenanforderung möglich: Energie";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Bahn;Energie;;https://www.perndorfer.at/ | https://www.perndorfer.at/wss-sondermaschinen/ |...;34
Nahe Zukunft ansprechen;75;95;A;PROHAN - Industrieanlagenbau GmbH;Industrieanlagenanbieter;Sondermaschinen, Maschinenbau, Anlagenbau, Vorrichtungen;Automotive, Lebensmittel, Kunststoffindustrie;https://www.prohan.at/;erreichbar (200);Stainzerstraße 54;+43 3464 40900;Peter Resch;Geschäftsführung;p.resch@prohan.at;"Fit: Sondermaschinen, Vorrichtungen, Anlagenbau, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Automotive; mittlere Lieferantenanforderung möglich: Lebensmittel";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Automotive;Lebensmittel;;https://www.prohan.at/ | https://www.prohan.at/ueber-uns/ansprechpartner | ht...;35
Nahe Zukunft ansprechen;75;95;A;STec Maschinen- u. Fertigungstechnik GmbH;Maschinenbauunternehmen;Sondermaschinen, Maschinenbau, Automatisierung, Vorrichtungen;Medizintechnik, Kunststoffindustrie;http://www.stec.at/;erreichbar (200);Gewerbestraße 6;+43 4228 24301;nicht gefunden;nicht gefunden;office@stec.at;"Fit: Sondermaschinen, Automatisierung, Vorrichtungen, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Medizintechnik; teilweise Wettbewerber/eigene Fertigung: Fertigungstechnik";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Medizintechnik;;Fertigungstechnik;https://www.stec.at/ | https://www.stec.at/sample-page/ | https://www.stec.at...;38
Nahe Zukunft ansprechen;75;95;A;Steiner Maschinenbau;Maschinenhersteller;Sondermaschinen, Maschinenbau, Anlagenbau, Vorrichtungen;Automotive, Verpackung, Energie, Kunststoffindustrie, Bahn, Luftfahrt;http://www.stmb.at/;erreichbar (200);Unterseling 9;nicht gefunden;Walter Steiner;Geschäftsführung;w.steiner@stmb.at;"Fit: Sondermaschinen, Vorrichtungen, Anlagenbau, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";"hohe Lieferantenanforderung möglich: Automotive, Bahn, Luftfahrt; mittlere Lieferantenanforderung möglich: Energie";Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Automotive, Bahn, Luftfahrt;Energie;;https://www.stmb.at/ | https://www.stmb.at/unternehmen | https://www.stmb.at/...;39
Nahe Zukunft ansprechen;75;85;A;brem.technik Maschinenbau GmbH;Maschinenbauunternehmen;Sondermaschinen, Maschinenbau, Automatisierung;Medizintechnik;http://www.bremtechnik.at/;erreichbar (200);Dr.-Franz-Wilhelm-Straße 2;+43 676 898711720;nicht gefunden;nicht gefunden;info@bremtechnik.at;"Fit: Sondermaschinen, Automatisierung, Maschinenbau; Projektgeschäft/kundenspezifische Entwicklung erkennbar; Fertigung/Produktion als Bedarfstreiber erkennbar";hohe Lieferantenanforderung möglich: Medizintechnik;Erst Firmenprofil, Website, Referenzteile, Angebotsprozess und Messprotokoll-Vorlage sauber machen. Danach Kontakt starten.;Wir bauen gerade eine saubere Zulieferstruktur auf und suchen passende Maschinenbauer für einfache bis mittlere Drehteile.;Medizintechnik;;;http://bremtechnik.at/;47
